,video_id,description,short_term,long_term,normalized_short_term,probability
194,2117,"Man wearing sunglasses at night sings while motioning with drink in glass. - black man in sunglasses holding drink sings, gold braces on teeth - Black man wearing ball cap and sunglasses and holding drink is singing to background music. - Male singer holds the show - A man in a car riding and singing,",0.88,1.0,0.8673633415924166,3.9872448e-09
195,2152,"Man with Arab headdress views jar of jellybeans and curses them - Man in Arab turban eyes a bowl of jelly beans. Says the word, ""jelly beans"" and then close-up of him shows him with a red jelly bean in his hand. - Older Adult Male selecting a candy jelly bean",0.87,0.9,0.8403554651663947,3.0476607e-21
196,2154,Elephant breaks small tree in half. - Long-tusked elephant breaks branch holding up topiary letter S - Scene of elephant wrapping his trunk around very small sapling tree and then snapping tree trunk in two. - Elephant seeking green stuff - An elephant breaks off a tree branch.,0.86,1.0,0.8313518234901704,2.5658454e-07
197,2161,"Man dances hip hop style, at gas station, at night. - black man with red shirt and hat dances at gas station with rap music - Young black man, wearing red shirt and ball cap, dancing to hip hop in front of gas pump at night. - Young Male dancing in the gas station - A man is dancing in front of a gas station pump.",0.86,0.71,0.8017778663821935,2.884605e-11
198,2175,"In kitchen, one man puts food on table in front of seated man. - two men at table eat with chopsticks - Two young Asian men at table; one in white coat already seated with chop sticks; second, setting out bowls and sitting down, ready to eat. - 2 males share a meal - One man is handing another man a bowl so they can eat.",0.84,0.33,0.8421052571676204,0.0020885277
199,2178,"At scrimmage line in football game, quarterback gets up, puts ball under arm, strolls through opposing team which is still in crouched position, then suddenly takes off running down the field. - football game, center hands ball to quarter back who walks through other players then runs - Young men playing football; center passes ball to quarterback and he walks slowly through line while nobody moves and then starts running. - football player facks out the other team by picking up the ball and carrying it to score.",0.73,0.83,0.7333333277694332,9.3740174e-29
200,2208,Series of women smiling; one scene of woman hugging man; music in background; no continuity. - females very attractive,0.87,0.7,0.8695652099406449,1.0805014e-07
201,2212,"In theater, Star Wars characters come on stage and young boy in audience looking happy stands. - Star Wars hero saves the day",0.74,0.6,0.7108923883487108,3.221614e-07
202,2223,"Asked by interviewer if he was excited, young man responds with putting face in crook of his raised arm. - A woman is interviewing a young man. - A TV interview of a young skate-boarder and his response to a backyard ramp in a neighborhood.",0.88,0.6,0.8749999934167787,1.8176793e-13
203,2225,"Wide-eyed man says Happy Monday, One Direction, then looks away. - A man at a magazine stand is talking into the camera while two other men behind him are looking at magazines. - A man does some comedic faces for a video shot of a magazine stand.",0.86,0.88,0.8571428497119826,1.5482618e-13
204,2231,"Two boys sit at picnic table then rise with exclamations as one says it is only a toy. - Two young men at a picnic table are frightened by something on the bench, - On asian boy fooling another at a table setting.",0.91,0.83,0.899486807257418,4.732269e-14
205,2255,"time lapse of white bread, crusts trimmed, egg and cheese added and cooked in toaster oven - a made a hot sandwich using bread, eggs and cheese - How t make a toasted egg and cheese sandwich in a toaster.",0.8,0.9,0.7533699217519958,3.8040443e-20
206,2258,Two older gentleman are talking. - Two football coaches arguing about the ethics of players in a studio TV show.,0.86,0.63,0.8636363564347433,3.164608e-08
207,2293,Lobster lies on top of rolling skateboard on brick walk - A lobster on a moving skate board. - a lobster in a skateboard running on he street,0.83,1.0,0.8333333256352135,3.9212493e-18
208,2295,A group of people dancing. - a group of young Asian women dancing in a park,0.92,0.78,0.9166666598201892,0.00090112793
209,2299,"person dances in front of open refrigerator, opens cabinet and makes V sign over a cat - Clips of a white actress doing kitchen chores to music.",0.83,0.77,0.8238877089071567,3.4612374e-20
210,2301,Blonde in tall black boots does split then shakes her hair and bounces - A woman dancing on a stage in a room with a red background. - a woman dressed in costume performs cartwheels and making head movements following a music routine,0.86,0.83,0.8506160567728595,1.8112755e-09
211,2323,"A man with a camera talking to another man and suddenly starts to dance. - two Asian young men talking, one starts dancing",0.88,0.57,0.8513666395777731,2.0356065e-12
212,2359,"Blue bird dives into water and picks up small fish from bottom - A fishing bird, jumps into the water and gets a fish, in a body of water. - A bird diving into water. - a red and blue bird flew into the water to catch a worm",0.91,0.8,0.9130434710864548,1.712408e-07
213,2361,"Small turtle climbs up between two paper rolls, and falls down - A turtle crawling up two pillows. - a small turtle attempting to climb between two rolls of papers fell down",0.96,0.67,0.9615384546408215,2.1656666e-18
214,2384,"Football player catches ball over his shoulder carries it behind his legs and somersaults around to grab ball between his legs - a football player catches the ball, stumbles and turns around his back while holding the ball",0.8,0.6,0.7959390400687497,0.0
215,2389,"Young Asian woman and an Asian man talk to the audience in some kind of TV show - two men, one woman talking and laughing in a TV show",0.78,0.83,0.7739622506784218,1.7320747e-11
216,2407,"Utah and Clippers basketball game and a Utah player trips and falls - A white team basketball player makes the basket against the black team, at a game.",0.72,0.83,0.7150762269449791,7.3083407e-13
217,2408,"person with paper in front of mouth leans to another's mouth, and a third person pulls the paper so the lips touch - Two asian contestants, a boy and girl, attempting to kiss through a paper when it is withdrawn...to screams.",0.94,1.0,0.944444437399512,6.762029e-30
218,2418,"Couple on balcony, she says she's pregnant, he tries to jump over - a woman tells a man that she is pregnant and he attempts to jump the balcony - A girl telling her boy friend that she is pregnant, and he attempts to jump off balcony.",0.89,0.67,0.8866350834887479,8.21595e-12
219,2424,Owl on shelf preens wing then lifts and flexes front claw - A toy owl is talking.,0.93,0.88,0.8936171092006704,6.4866302e-12
220,2435,"An Asian girl is swirling around a baseball bat, and falls, in the water, at the beach. - Young people playing on beach; girl in red tee and black shorts twirling around with red plastic bat falls into water; everyone is laughing. - females frolicking on the waters edge - Three Asian girls twirling around while bent over at the waist, at the beach along the shore and falling into the water - Outdoors, daytime, at beach, water synchro participants, asian women, practicing a routine.",0.61,0.57,0.6111111046781681,6.6887307e-26
221,2437,"A young man and a woman brush their teeth in a bathroom. - Young man and girl are shown brushing their teeth and viewing i-phone. - couple brushing their teeth - A white male and white female in a bathroom both brushing their teeth while dancing. - indoors, bathroom, of a man and woman brushing their teeth, and swaying, while the man is one his phone.",0.9,0.83,0.8910304845336191,0.0007482561
222,2454,"Group of girls, all dressed in purple track suits standing around girl in yellow track suit looking at decorated rods/crosses with balloon-like tops. - ONE YOUNG GIRL RECONSIDERS A techniques - Young Asian girls standing on either side of large stick figures. - Group of asian women, on stage, practicing some sort of gymnastic routine.",0.73,1.0,0.6823162438729035,2.978787e-13
223,2456,"Group of men standing near elevator; someone asks man in black shirt if they're ""breaking up"" and he responds, ""ya, we're breaking up"". - ONE Man shows off to his co-workers. - A young white male standing outside a bank of elevators being photographed and asked questions by the men standing nearby. - Group of guys at elevator with an onlooker asking them if they need directions.",0.7,0.8,0.6999999941769617,1.1282497e-07
224,2469,A young man with yellow cap sits at a desk and signs a form. - Young man in gray sport coat and yellow ball cap sits down at table and holds pen in his hand as if to sign a document. - Young Male signs the material - A young white male is seated at a table writing on paper with music in the background.,0.72,0.67,0.6882304355645229,1.1779072e-05
225,2476,"Young Asian man pouring water into pot, adding packet mix, then eating noodle dish with chop sticks. - An Asian man boils water on a stove in a metal pot, opens a package of noodles and seasonings and adds this to the water and uses chop sticks to sample it. - Video clips and montage of how-to making of noodle soup, with eating and burning mouth.",0.82,0.79,0.8088713198831323,0.0
226,2489,"Chubby baby is rolling his eyes, in his crib, in a room. - Bald infant, wearing red/black striped shirt, just falling asleep; camera captures him as eyes flutter closed, then open, then close again. - A chubby white baby is asleep; opens his eyes ever so slightly and falls back to sleep. - Closeup of an infant's eye movements while dreaming in bed.",0.92,0.88,0.9166666600937824,2.5126944e-23
227,2492,"Car drives up to drive-in window and skeleton is in drivers seat; then it moves back and forth; employees at window scream and step back. - A human skeleton drives up to the order window of a fast food restaurant; the restaurant workers freak out. - Comedic video of a car driving into a fast-food drive-in window with a moving skeleton in driver's seat, with resulting screams of workers.",0.95,0.88,0.9523809460742904,6.0082796e-23
228,2498,"Young Asian man shouting into mic. Girl with long brown hair claps. - A young Asian person speaking and smiling into the camera. - Young asian boy speaking to camera with gestures and shouts, while a young asian girls cheers him on.",0.84,0.86,0.8399999924928331,1.3879227e-07
229,2500,"Chanting in background; black man in white tee, gold bracelet and string of beads standing quietly. - A Black male with a white T-shirt on. - Still shot, outdoors in daylight, of a black man looking at camera, and set to music.",0.71,0.6,0.6854419868338756,1.1345864e-09
