video_id,description_0,description_1,description_2,description_3,description_4
1868,Two teens ride their bikes on the sidewalk of a suburban neighborhood.,Two bicyclists are riding down a bike path while wearing protective gear.,Two people are biking next to each other on a path.,two people in black tshirts ride bicycles down a path,two people wearing black shirts and white helmets ride along a sidewalk
5536,A person rides a bike on a dirt trail through a forest.,A person on a bike rides through a dirt path in the woods.,The camera takes the point of view of a biker as it careens down an outdoor mountain biking course in the forest.,A bicyclist is going very fast down a dirt trail with trees all around.,a person rides a mountain bike down a wooded hill at high speed.
4057,A pair of cyclists riding their bikes at night in the city.,Two individuals on bikes rid slowly beside a large building at night.,Two people ride bikes while small lights brighten the night.,Cyclists ride in the night next to big buildings that are lit up.,someone riding by the Louvre at night on a bicycle
3350,"During a race, bikes move quickly along the road as people watch.",A group of bicyclists race along the road as people watch.,Many bicyclists riding quickly on a street with an audience watching.,a line of bicycles stream by during a bike race in a city.,A bunch of cyclist in a marathon passing a great speed
4523,A man rides a bicycle across the middle of the road.,A man riding a back pushes along a shopping cart attached to the front.,A man wearing a shorts and a blue jacket is riding a some sort of bicycle across the road.,a man driving a bicycle meshed with a shopping cart,A man riding a bicycle that has a shopping cart for its front wheel
7718,ugly cycling fans watch as the pack zooms by their shabby looking tent,People are gathered at a barrier watching a cycling race.,Cyclists at a marathon ride by while people stand and watch.,Several bikers ride by quickly while people talk on the side of the road,People near a tent watch as professional cyclists race by.
7258,Body cam perspective of someone riding their bicycle down a hill.,A bike rides on a dirt path in a forest.,First person perspective of a bicycle ride through a rough trail.,A cyclist on a bike riding quickly down a rocky hill,"A first-person view of riding a mountain bike on a bumpy, muddy trail with trees and shrubs on either side."
183,a picture slideshow featuring multiple people on bicycles at an event,a few people bike around with each other outside in the day,A photo montage of people riding their bikes without helmets.,A group of bicyclists are riding in front of an ivy wall.,Photos from a bicycling event cycling like a clip show.
3230,A girl rides wobbly on a bike down the road,Girl is riding her bike on the road along the track.,A person tentatively tides a bike along a city street.,a woman in white is riding a bicycle down the street past a jogger.,A woman riding a bike down the street next to outside as the sun sets.
9518,A man wearing a backpack and athletic gear is riding a bike over a small ledge in the desert and jumping off it.,A man in a black helmet jumps from a rock on a mountain bike and rides on a dirt road.,A guy on a bike makes a jumps off rocks on a dirt road.,Someone jumps a mountain bike off of a couple of rocks,a bicyclist on a mountain bike jumps off a rock formation to the gravel below.
4138,camera view of an intersection of completed road while moving,A car cam is watching the road as someone drives around with it attached.,A view from a car or go cart driving under a bridge on a track.,A motorcycle drives slowly on a highway underneath an overpass.,A first person view of a bike driving under an  overpass.
6431,Two people on bikes with helmets navigate a dirt path in the forest.,Two people are travelling through the mountains on mountain bikes.,Two people with helmets ride their bikes together in the woods,Two white boys on a bicycle ride in the woods,a pair of Mountain bikers make their way down a rocky trail
8014,A person on a mountain bike races along a trail.,A mountain biker races along a dirt path inside a green forest,A bicyclist rides quickly down a natural trail in the forest.,A bicyclist rides quickly past on a trail with greenery around the trail.,A bike rider quickly riding through a dirt path in a forest.
1199,A group of people ride their bikes under a large red blow up item.,a large group of bikers ride through a forest on a trail,A group of bikers are riding their bikes outside through a balloon entrance.,Many cyclers pass under a red arch on a forest trail.,Many bikers are starting to go through the entrance to the race
